agno,clues,clave_institucion,clave_municipio,lat,long,distancia,tiempo_translado,nombre_de_la_unidad,total_de_consultorios,total_camas_area_hospitalizacion,total_camas_en_otras_areas_no_hosp,total_medicos_generales_y_especialistas,total_de_enfermeras_en_contacto_con_el_paciente
2023,DFSMP009122,SMP,007,19.335207,-99.074652,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009131,SMP,007,19.32194,-99.092894,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009140,SMP,007,19.303003,-99.070746,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009155,SMP,007,19.3048805,-99.0866495,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009164,SMP,007,19.2607,-98.89676,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009173,SMP,007,19.2865431,-99.0675663,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009182,SMP,008,19.3222619,-99.2461353,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009191,SMP,008,19.32086,-99.240894,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009200,SMP,008,19.333835,-99.2181886,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009215,SMP,008,19.313301,-99.2568506,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009224,SMP,008,19.3071419,-99.2476999,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009233,SMP,008,19.3110435,-99.225402,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009242,SMP,008,19.41792,-98.88421,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009251,SMP,008,19.3055183,-99.2350572,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009260,SMP,009,19.192264,-99.0885046,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009275,SMP,010,19.3444383,-99.1903764,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009284,SMP,010,19.3626654,-99.1909875,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009293,SMP,010,19.42485,-98.96823,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009302,SMP,010,19.3402185,-99.200909,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009311,SMP,010,19.3388875,-99.2059251,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009320,SMP,010,19.4001825,-99.2111042,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009335,SMP,010,19.43943,-98.94689,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009344,SMP,010,19.3957495,-99.1940371,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009353,SMP,010,19.3895735,-99.2026505,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009362,SMP,010,19.3885719,-99.2127215,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009371,SMP,010,19.3811937,-99.2411715,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009380,SMP,010,19.383011,-99.2361036,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009395,SMP,010,19.3762008,-99.2229288,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009404,SMP,010,19.3784626,-99.2310046,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009413,SMP,010,19.3733486,-99.2059314,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009422,SMP,010,19.3724119,-99.2150566,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009431,SMP,010,19.3708199,-99.2209667,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009440,SMP,010,19.381116,-99.200178,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009455,SMP,010,19.3666159,-99.2330391,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009464,SMP,010,19.3740578,-99.1992749,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009473,SMP,010,19.597641,-99.007843,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009482,SMP,010,19.3625653,-99.2487841,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009491,SMP,010,19.587334,-99.015358,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009500,SMP,010,19.57591,-99.04277,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009515,SMP,010,19.3422055,-99.2268008,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009524,SMP,010,19.3485361,-99.2292116,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009533,SMP,010,19.3534523,-99.2164209,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009542,SMP,010,19.5416,-99.03552,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009551,SMP,010,19.3288874,-99.2551964,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009560,SMP,011,19.2682958,-99.0056193,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009575,SMP,011,19.3129055,-98.9641399,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009584,SMP,011,19.2853819,-99.0408486,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009593,SMP,011,19.3050179,-99.062278,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009602,SMP,011,19.2953955,-99.0574203,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009611,SMP,011,19.3122417,-99.0382524,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009620,SMP,011,19.3085637,-99.0446877,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009635,SMP,011,19.2953586,-99.0362787,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009644,SMP,012,19.2999382,-99.1760129,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009653,SMP,012,19.2955662,-99.1545069,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009662,SMP,012,19.2808538,-99.1659095,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009671,SMP,012,19.51154,-99.07891,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009680,SMP,012,19.3021085,-99.2212843,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009695,SMP,012,19.2864949,-99.2186253,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009704,SMP,012,19.2904388,-99.2228141,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009713,SMP,012,19.2826029,-99.2091301,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009722,SMP,012,19.275612,-99.208033,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009731,SMP,012,19.2859628,-99.1877004,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009740,SMP,012,19.2924678,-99.1783595,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009755,SMP,012,19.2989536,-99.1253584,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009764,SMP,012,19.83068,-99.24707,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009773,SMP,012,19.2949531,-99.1148258,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009782,SMP,012,19.2893636,-99.1296883,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009791,SMP,012,19.2973254,-99.1515845,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009800,SMP,012,19.41702,-99.24966,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009815,SMP,012,19.2973854,-99.1376114,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009824,SMP,012,19.2904864,-99.1208367,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009833,SMP,012,19.2926389,-99.1301015,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009842,SMP,012,19.2527316,-99.174108,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009851,SMP,012,19.2792922,-99.1847214,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009860,SMP,012,19.2849688,-99.1759088,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009875,SMP,012,19.274734,-99.1718796,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009884,SMP,012,19.2328136,-99.1796151,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009893,SMP,012,19.2668521,-99.1608009,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009902,SMP,012,19.2668583,-99.1706917,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009911,SMP,013,19.56931,-99.76631,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009920,SMP,013,19.2654966,-99.1134106,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009935,SMP,013,19.66969,-99.83483,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009944,SMP,013,19.2551907,-99.1046399,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009953,SMP,013,19.2524861,-99.101574,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009962,SMP,013,19.2507431,-99.1196044,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009971,SMP,013,19.70204,-99.14776,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009980,SMP,013,19.25261,-99.60528,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP009995,SMP,013,19.2564786,-99.0101793,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010004,SMP,013,19.25068,-99.63408,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010013,SMP,013,19.2351104,-99.1194682,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010022,SMP,013,19.2327757,-99.1194314,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010031,SMP,013,19.2742,-99.59397,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010040,SMP,014,19.4023677,-99.1507263,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010055,SMP,014,-79.7547324,-99.1528137,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010064,SMP,014,19.3936833,-99.160376,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010073,SMP,014,19.3958485,-99.1578124,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010082,SMP,014,19.3897275,-99.1568014,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010091,SMP,014,19.3851828,-99.1580593,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010100,SMP,014,19.393903,-99.1530962,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010115,SMP,014,19.3862269,-99.1734862,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010124,SMP,014,19.3698413,-99.1651978,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010133,SMP,014,19.3683718,-99.177291,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010142,SMP,014,19.51908,-99.25197,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010151,SMP,014,19.496636,-99.236516,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010160,SMP,014,19.3731563,-99.1766221,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010175,SMP,014,19.3773878,-99.1642298,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010184,SMP,014,19.3621742,-99.1431593,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010193,SMP,014,19.49558,-99.25407,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010202,SMP,014,19.368517,-99.1429269,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010211,SMP,014,19.3613738,-99.1515026,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010220,SMP,014,19.3706115,-99.159339,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010235,SMP,014,19.3979445,-99.1436986,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010244,SMP,014,19.389008,-99.1434746,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010253,SMP,014,19.3798257,-99.1381433,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010262,SMP,014,19.45296,-99.21832,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010271,SMP,014,19.3952546,-99.1356971,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010280,SMP,014,19.3914522,-99.1381074,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010295,SMP,014,19.3875833,-99.1356652,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010304,SMP,014,19.359782,-99.1398682,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010313,SMP,014,19.3755689,-99.1538152,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010322,SMP,014,19.3847241,-99.1521505,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010331,SMP,014,19.3800894,-99.1533652,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010340,SMP,014,19.44558,-99.28264,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010355,SMP,014,19.3781837,-99.1423763,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010364,SMP,014,19.3710493,-99.1417465,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010373,SMP,014,19.3781475,-99.1876746,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010382,SMP,014,19.3909042,-99.1785449,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010391,SMP,014,19.3894252,-99.1862868,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010400,SMP,014,19.3925273,-99.1839312,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010415,SMP,014,19.3706138,-99.1884489,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010424,SMP,014,19.368125,-99.1886184,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010433,SMP,014,19.3733342,-99.1887189,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010442,SMP,014,19.430732,-99.247965,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010451,SMP,015,19.437948,-99.1401188,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010460,SMP,015,19.41125,-99.00592,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010475,SMP,015,19.41495,-99.01353,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010484,SMP,015,19.39204,-98.99129,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010493,SMP,015,19.4293036,-99.1342337,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010502,SMP,015,19.4426254,-99.1308597,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010511,SMP,015,19.43895,-99.1541402,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010520,SMP,015,19.4334575,-99.1581737,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010535,SMP,015,19.4256169,-99.1543371,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010544,SMP,015,19.4343956,-99.1420472,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010553,SMP,015,19.49181,-99.05455,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010562,SMP,015,19.430513,-99.13463,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010571,SMP,015,19.49181,-99.05455,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010580,SMP,015,19.492377,-99.058732,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010595,SMP,015,19.48209,-99.04785,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010604,SMP,015,19.4268166,-99.1393428,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010613,SMP,015,19.430152,-99.1302527,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010622,SMP,015,19.4239507,-99.1258816,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010631,SMP,015,19.45629,-99.04705,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010640,SMP,015,19.4200737,-99.1768992,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010655,SMP,015,19.408865,-99.1673807,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010664,SMP,015,19.4410165,-99.1234012,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010673,SMP,015,19.41564,-99.05187,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010682,SMP,015,19.4632074,-99.1373965,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010691,SMP,015,19.403842,-99.038403,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010700,SMP,015,19.4609833,-99.1400254,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010715,SMP,015,19.460494,-99.126434,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010724,SMP,015,19.446746,-99.145408,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010733,SMP,015,19.451051,-99.155986,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010742,SMP,015,19.445015,-99.157629,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010751,SMP,015,19.442147,-99.161867,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010760,SMP,015,19.421836,-99.172256,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010775,SMP,015,19.421455,-99.163827,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010784,SMP,015,19.41542,-99.156669,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010793,SMP,015,19.414265,-99.14446,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010802,SMP,015,19.416667,-99.150944,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010811,SMP,015,19.413569,-99.153281,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010820,SMP,015,19.424599,-99.143296,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010835,SMP,015,19.415259,-99.143948,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010844,SMP,015,19.37187,-98.9945,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010853,SMP,015,19.6238,-99.31732,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010862,SMP,015,19.407659,-99.167885,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,DFSMP010871,SMP,015,19.422859,-99.162783,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010880,SMP,015,19.412203,-99.141678,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010895,SMP,015,19.4173176,-99.1383212,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010904,SMP,015,19.421549,-99.142922,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010913,SMP,015,19.42314,-99.135789,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010922,SMP,015,19.408474,-99.131949,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010931,SMP,015,19.453656,-99.147178,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010940,SMP,015,19.452875,-99.141242,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010955,SMP,016,19.448542,-99.218015,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010964,SMP,016,19.453494,-99.202265,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010973,SMP,016,19.449447,-99.203878,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010982,SMP,016,19.69291,-98.98423,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP010991,SMP,016,19.448001,-99.17141,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011000,SMP,016,19.445257,-99.182597,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011015,SMP,016,19.442027,-99.171068,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011024,SMP,016,19.453694,-99.176287,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011033,SMP,016,19.459574,-99.188191,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011042,SMP,016,19.460438,-99.188762,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011051,SMP,016,18.90688,-100.15215,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011060,SMP,016,19.458358,-99.184506,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011075,SMP,016,19.446993,-99.193605,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011084,SMP,016,19.91281,-100.00626,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011093,SMP,016,18.960504,-99.592345,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011102,SMP,016,19.745537,-99.18039,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011111,SMP,016,19.437121,-99.201291,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011120,SMP,016,19.433272,-99.18882,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011135,SMP,016,19.402554,-99.178282,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011144,SMP,016,19.402887,-99.186548,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011153,SMP,016,19.410467,-99.191161,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011162,SMP,016,19.400573,-99.188011,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011171,SMP,016,19.51869,-98.87983,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011180,SMP,017,19.41257,-99.089952,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011195,SMP,017,19.506155,-98.884382,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011204,SMP,017,19.409196,-99.078753,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011213,SMP,017,19.429072,-99.124765,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011222,SMP,017,19.54154,-99.19227,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011231,SMP,017,19.55898,-99.20363,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011240,SMP,017,19.451564,-99.121831,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011255,SMP,017,19.439613,-99.115505,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011264,SMP,017,19.447893,-99.106835,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011273,SMP,017,19.442449,-99.098354,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011282,SMP,017,19.444567,-99.087024,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011291,SMP,017,19.42918,-99.103823,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011300,SMP,017,19.432448,-99.096505,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011315,SMP,017,19.515906,-99.212335,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011324,SMP,017,19.411472,-99.080787,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011333,SMP,017,19.4225659,-99.1234751,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011342,SMP,017,19.410454,-99.122022,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011351,SMP,017,19.418798,-99.106293,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011360,SMP,017,19.4266098,-99.1101966,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011375,SMP,017,19.41675,-99.116532,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,DFSMP011384,SMP,015,19.448845,-99.15211,0,0,FARMACIA SORIANA HÍPER SUC.522 BUENAVISTA,0,0,0,0,0
2023,DFSMP011395,SMP,014,19.3887718,-99.1652245,0,0,MÉXICO CENTRE FOR CLINICAL RESEARCH S.A. DE C.V.,0,0,0,0,0
2023,DFSMP011402,SMP,002,19.470144,-99.1706058,0,0,FARMACIA SORIANA HÍPER SUC.253 CUITLAHUAC,0,0,0,0,0
2023,DFSMP011411,SMP,002,19.5033824,-99.2054522,0,0,FARMACIA SORIANA HÍPER SUC.261 ROSARIO,0,0,0,0,0
2023,DFSMP011420,SMP,002,19.4685879,-99.1593976,0,0,FARMACIA SORIANA SÚPER SUC.660 PARQUE JARDÍN,0,0,0,0,0
2023,DFSMP011435,SMP,002,19.47312,-99.1902632,0,0,FARMACIA SORIANA HÍPER SUC.682 PABELLÓN ATZCAPOTZALCO,0,0,0,0,0
2023,DFSMP011444,SMP,005,19.4646773,-99.1251682,0,0,FARMACIA SORIANA HÍPER SUC.255 LA VILLA,0,0,0,0,0
2023,DFSMP011453,SMP,007,19.3578196,-99.0032168,0,0,FARMACIA SORIANA MERCADO SUC.227 ERMITA,0,0,0,0,0
2023,DFSMP011462,SMP,007,19.3504659,-99.0737765,0,0,FARMACIA SORIANA HÍPER SUC.262 IZTAPALAPA,0,0,0,0,0
2023,DFSMP011471,SMP,007,19.394526,-99.0513966,0,0,FARMACIA SORIANA MERCADO SUC.548 VÍA SAN JUAN,0,0,0,0,0
2023,DFSMP011480,SMP,012,19.2945937,-99.1564054,0,0,FARMACIA SORIANA SÚPER SUC.284 TORIELLO,0,0,0,0,0
2023,DFSMP011495,SMP,014,19.38506,-99.188949,0,0,FARMACIA SORIANA HÍPER SUC.250 MIXCOAC,0,0,0,0,0
2023,DFSMP011504,SMP,014,19.370385,-99.15752,0,0,FARMACIA SORIANA HÍPER SUC.254 DIVISION DEL NORTE,0,0,0,0,0
